Segment,Field,Field_Name,Component,Component_Name,Subcomponent,Subcomponent_Name
OBR,10,Collector Identifier,23,Assigning Agency or Department,7,Coding System Version ID
OBR,10,Collector Identifier,23,Assigning Agency or Department,8,Alternate Coding System Version ID
OBR,10,Collector Identifier,23,Assigning Agency or Department,9,Original Text
OBR,11,Specimen Action Code,,,,
OBR,12,Danger Code,1,Identifier,,
OBR,12,Danger Code,2,Text,,
OBR,12,Danger Code,3,Name of Coding System,,
OBR,12,Danger Code,4,Alternate Identifier,,
OBR,12,Danger Code,5,Alternate Text,,
OBR,12,Danger Code,6,Name of Alternate Coding System,,
OBR,13,Relevant Clinical Information,,,,
OBR,14,Specimen Received Date/Time,1,Time,,
OBR,14,Specimen Received Date/Time,2,Degree of Precision,,
OBR,15,Specimen Source,1,Specimen Source name or Code,1,Identifier
OBR,15,Specimen Source,1,Specimen Source name or Code,2,Text
OBR,15,Specimen Source,1,Specimen Source name or Code,3,Name of Coding System
OBR,15,Specimen Source,1,Specimen Source name or Code,4,Alternate Identifier
OBR,15,Specimen Source,1,Specimen Source name or Code,5,Alternate Text
OBR,15,Specimen Source,1,Specimen Source name or Code,6,Name of Alternate Coding System
OBR,15,Specimen Source,1,Specimen Source name or Code,7,Coding System Version ID
OBR,15,Specimen Source,1,Specimen Source name or Code,8,Alternate Coding System Version ID
OBR,15,Specimen Source,1,Specimen Source name or Code,9,Original Text
OBR,15,Specimen Source,2,Additives,1,Identifier
OBR,15,Specimen Source,2,Additives,2,Text
OBR,15,Specimen Source,2,Additives,3,Name of Coding System
OBR,15,Specimen Source,2,Additives,4,Alternate Identifier
OBR,15,Specimen Source,2,Additives,5,Alternate Text
OBR,15,Specimen Source,2,Additives,6,Name of Alternate Coding System
OBR,15,Specimen Source,2,Additives,7,Coding System Version ID
OBR,15,Specimen Source,2,Additives,8,Alternate Coding System Version ID
OBR,15,Specimen Source,2,Additives,9,Original Text
OBR,15,Specimen Source,3,Specimen Collection Method,,
OBR,15,Specimen Source,4,Body Site,1,Identifier
OBR,15,Specimen Source,4,Body Site,2,Text
OBR,15,Specimen Source,4,Body Site,3,Name of Coding System
OBR,15,Specimen Source,4,Body Site,4,Alternate Identifier
OBR,15,Specimen Source,4,Body Site,5,Alternate Text
OBR,15,Specimen Source,4,Body Site,6,Name of Alternate Coding System
OBR,15,Specimen Source,4,Body Site,7,Coding System Version ID
OBR,15,Specimen Source,4,Body Site,8,Alternate Coding System Version ID
OBR,15,Specimen Source,4,Body Site,9,Original Text
OBR,15,Specimen Source,5,Site Modifier,1,Identifier
OBR,15,Specimen Source,5,Site Modifier,2,Text
OBR,15,Specimen Source,5,Site Modifier,3,Name of Coding System
OBR,15,Specimen Source,5,Site Modifier,4,Alternate Identifier
OBR,15,Specimen Source,5,Site Modifier,5,Alternate Text
OBR,15,Specimen Source,5,Site Modifier,6,Name of Alternate Coding System
OBR,15,Specimen Source,5,Site Modifier,7,Coding System Version ID
OBR,15,Specimen Source,5,Site Modifier,8,Alternate Coding System Version ID
OBR,15,Specimen Source,5,Site Modifier,9,Original Text
OBR,15,Specimen Source,6,Collection Method Modifier Code,1,Identifier
OBR,15,Specimen Source,6,Collection Method Modifier Code,2,Text
OBR,15,Specimen Source,6,Collection Method Modifier Code,3,Name of Coding System
OBR,15,Specimen Source,6,Collection Method Modifier Code,4,Alternate Identifier
OBR,15,Specimen Source,6,Collection Method Modifier Code,5,Alternate Text
OBR,15,Specimen Source,6,Collection Method Modifier Code,6,Name of Alternate Coding System
OBR,15,Specimen Source,6,Collection Method Modifier Code,7,Coding System Version ID
OBR,15,Specimen Source,6,Collection Method Modifier Code,8,Alternate Coding System Version ID
OBR,15,Specimen Source,6,Collection Method Modifier Code,9,Original Text
OBR,15,Specimen Source,7,Specimen Role,1,Identifier
OBR,15,Specimen Source,7,Specimen Role,2,Text
OBR,15,Specimen Source,7,Specimen Role,3,Name of Coding System
OBR,15,Specimen Source,7,Specimen Role,4,Alternate Identifier
OBR,15,Specimen Source,7,Specimen Role,5,Alternate Text
OBR,15,Specimen Source,7,Specimen Role,6,Name of Alternate Coding System
OBR,15,Specimen Source,7,Specimen Role,7,Coding System Version ID
OBR,15,Specimen Source,7,Specimen Role,8,Alternate Coding System Version ID
OBR,15,Specimen Source,7,Specimen Role,9,Original Text
OBR,16,Ordering Provider,1,ID Number,,
OBR,16,Ordering Provider,2,Family Name,1,Surname
OBR,16,Ordering Provider,2,Family Name,2,Own Surname Prefix
OBR,16,Ordering Provider,2,Family Name,3,Own Surname
OBR,16,Ordering Provider,2,Family Name,4,Surname Prefix From Partner/Spouse
OBR,16,Ordering Provider,2,Family Name,5,Surname From Partner/Spouse
OBR,16,Ordering Provider,3,Given Name,,
OBR,16,Ordering Provider,4,Second and Further Given Names or Initials Thereof,,
OBR,16,Ordering Provider,5,"Suffix (e.g., JR or III)",,
OBR,16,Ordering Provider,6,"Prefix (e.g., DR)",,
OBR,16,Ordering Provider,7,"Degree (e.g., MD)",,
OBR,16,Ordering Provider,8,Source Table,,
OBR,16,Ordering Provider,9,Assigning Authority,1,Namespace ID
OBR,16,Ordering Provider,9,Assigning Authority,2,Universal ID
OBR,16,Ordering Provider,9,Assigning Authority,3,Universal ID Type
OBR,16,Ordering Provider,10,Name Type Code,,
OBR,16,Ordering Provider,11,Identifier Check Digit,,
OBR,16,Ordering Provider,12,Check Digit Scheme,,
OBR,16,Ordering Provider,13,Identifier Type Code,,
OBR,16,Ordering Provider,14,Assigning Facility,1,Namespace ID
OBR,16,Ordering Provider,14,Assigning Facility,2,Universal ID
OBR,16,Ordering Provider,14,Assigning Facility,3,Universal ID Type
OBR,16,Ordering Provider,15,Name Representation Code,,
OBR,16,Ordering Provider,16,Name Context,1,Identifier
OBR,16,Ordering Provider,16,Name Context,2,Text
OBR,16,Ordering Provider,16,Name Context,3,Name of Coding System
OBR,16,Ordering Provider,16,Name Context,4,Alternate Identifier
OBR,16,Ordering Provider,16,Name Context,5,Alternate Text
OBR,16,Ordering Provider,16,Name Context,6,Name of Alternate Coding System
OBR,16,Ordering Provider,17,Name Validity Range,1,Range Start Date/Time: Time
OBR,16,Ordering Provider,17,Name Validity Range,2,Range Start Date/Time: Degree of Precision
OBR,16,Ordering Provider,17,Name Validity Range,3,Range End Date/Time: Time
OBR,16,Ordering Provider,17,Name Validity Range,4,Range End Date/Time: Degree of Precision
OBR,16,Ordering Provider,18,Name Assembly Order,,
OBR,16,Ordering Provider,19,Effective Date,1,Time
OBR,16,Ordering Provider,19,Effective Date,2,Degree of Precision
OBR,16,Ordering Provider,20,Expiration Date,1,Time
OBR,16,Ordering Provider,20,Expiration Date,2,Degree of Precision
OBR,16,Ordering Provider,21,Professional Suffix,,
OBR,16,Ordering Provider,22,Assigning Jurisdiction,1,Identifier
OBR,16,Ordering Provider,22,Assigning Jurisdiction,2,Text
OBR,16,Ordering Provider,22,Assigning Jurisdiction,3,Name of Coding System
OBR,16,Ordering Provider,22,Assigning Jurisdiction,4,Alternate Identifier
OBR,16,Ordering Provider,22,Assigning Jurisdiction,5,Alternate Text
OBR,16,Ordering Provider,22,Assigning Jurisdiction,6,Name of Alternate Coding System
OBR,16,Ordering Provider,22,Assigning Jurisdiction,7,Coding System Version ID
OBR,16,Ordering Provider,22,Assigning Jurisdiction,8,Alternate Coding System Version ID
OBR,16,Ordering Provider,22,Assigning Jurisdiction,9,Original Text
OBR,16,Ordering Provider,23,Assigning Agency or Department,1,Identifier
OBR,16,Ordering Provider,23,Assigning Agency or Department,2,Text
OBR,16,Ordering Provider,23,Assigning Agency or Department,3,Name of Coding System
OBR,16,Ordering Provider,23,Assigning Agency or Department,4,Alternate Identifier
OBR,16,Ordering Provider,23,Assigning Agency or Department,5,Alternate Text
OBR,16,Ordering Provider,23,Assigning Agency or Department,6,Name of Alternate Coding System
OBR,16,Ordering Provider,23,Assigning Agency or Department,7,Coding System Version ID
OBR,16,Ordering Provider,23,Assigning Agency or Department,8,Alternate Coding System Version ID
OBR,16,Ordering Provider,23,Assigning Agency or Department,9,Original Text
OBR,17,Order Callback Phone Number,1,Telephone Number,,
OBR,17,Order Callback Phone Number,2,Telecommunication Use Code,,
OBR,17,Order Callback Phone Number,3,Telecommunication Equipment Type,,
OBR,17,Order Callback Phone Number,4,Email Address,,
OBR,17,Order Callback Phone Number,5,Country Code,,
OBR,17,Order Callback Phone Number,6,Area/City Code,,
OBR,17,Order Callback Phone Number,7,Local Number,,
OBR,17,Order Callback Phone Number,8,Extension,,
OBR,17,Order Callback Phone Number,9,Any Text,,
OBR,17,Order Callback Phone Number,10,Extension Prefix,,
OBR,17,Order Callback Phone Number,11,Speed Dial Code,,
OBR,17,Order Callback Phone Number,12,Unformatted Telephone Number,,
OBR,18,Placer Field 1,,,,
OBR,19,Placer Field 2,,,,
OBR,20,Filler Field 1,,,,
OBR,21,Filler Field 2,,,,
OBR,22,Results Rpt/Status Chng - Date/Time,1,Time,,
OBR,22,Results Rpt/Status Chng - Date/Time,2,Degree of Precision,,
OBR,23,Charge to Practice,1,Monetary Amount,1,Quantity
OBR,23,Charge to Practice,1,Monetary Amount,2,Denomination
OBR,23,Charge to Practice,2,Charge Code,1,Identifier
OBR,23,Charge to Practice,2,Charge Code,2,Text
OBR,23,Charge to Practice,2,Charge Code,3,Name of Coding System
OBR,23,Charge to Practice,2,Charge Code,4,Alternate Identifier
OBR,23,Charge to Practice,2,Charge Code,5,Alternate Text
OBR,23,Charge to Practice,2,Charge Code,6,Name of Alternate Coding System
OBR,24,Diagnostic Serv Sect ID,,,,
OBR,25,Result Status,,,,
OBR,26,Parent Result,1,Parent Observation Identifier,1,Identifier
OBR,26,Parent Result,1,Parent Observation Identifier,2,Text
OBR,26,Parent Result,1,Parent Observation Identifier,3,Name of Coding System
OBR,26,Parent Result,1,Parent Observation Identifier,4,Alternate Identifier
OBR,26,Parent Result,1,Parent Observation Identifier,5,Alternate Text
OBR,26,Parent Result,1,Parent Observation Identifier,6,Name of Alternate Coding System
OBR,26,Parent Result,2,Parent Observation Sub-identifier,,
OBR,26,Parent Result,3,Parent Observation Value Descriptor,,
OBR,27,Quantity/Timing,1,Quantity,1,Quantity
OBR,27,Quantity/Timing,1,Quantity,2,Units: Identifier
OBR,27,Quantity/Timing,1,Quantity,3,Units: Text
OBR,27,Quantity/Timing,1,Quantity,4,Units: Name of Coding System
OBR,27,Quantity/Timing,1,Quantity,5,Units: Alternate Identifier
OBR,27,Quantity/Timing,1,Quantity,6,Units: Alternate Text
OBR,27,Quantity/Timing,1,Quantity,7,Units: Name of Alternate Coding System
OBR,27,Quantity/Timing,2,Interval,1,Repeat Pattern
OBR,27,Quantity/Timing,2,Interval,2,Explicit Time Interval
OBR,27,Quantity/Timing,3,Duration,,
OBR,27,Quantity/Timing,4,Start Date/Time,1,Time
OBR,27,Quantity/Timing,4,Start Date/Time,2,Degree of Precision
OBR,27,Quantity/Timing,5,End Date/Time,1,Time
OBR,27,Quantity/Timing,5,End Date/Time,2,Degree of Precision
OBR,27,Quantity/Timing,6,Priority,,
OBR,27,Quantity/Timing,7,Condition,,
OBR,27,Quantity/Timing,8,Text,,
OBR,27,Quantity/Timing,9,Conjunction,,
OBR,27,Quantity/Timing,10,Order Sequencing,1,Sequence/Results Flag
OBR,27,Quantity/Timing,10,Order Sequencing,2,Placer Order Number: Entity Identifier
OBR,27,Quantity/Timing,10,Order Sequencing,3,Placer Order Number: Namespace ID
OBR,27,Quantity/Timing,10,Order Sequencing,4,Filler Order Number: Entity Identifier
OBR,27,Quantity/Timing,10,Order Sequencing,5,Filler Order Number: Namespace ID
OBR,27,Quantity/Timing,10,Order Sequencing,6,Sequence Condition Value
OBR,27,Quantity/Timing,10,Order Sequencing,7,Maximum Number of Repeats
OBR,27,Quantity/Timing,10,Order Sequencing,8,Placer Order Number: Universal ID
OBR,27,Quantity/Timing,10,Order Sequencing,9,Placer Order Number: Universal ID Type
OBR,27,Quantity/Timing,10,Order Sequencing,10,Filler Order Number: Universal ID
OBR,27,Quantity/Timing,10,Order Sequencing,11,Filler Order Number: Universal ID Type
OBR,27,Quantity/Timing,11,Occurrence Duration,1,Identifier
OBR,27,Quantity/Timing,11,Occurrence Duration,2,Text
OBR,27,Quantity/Timing,11,Occurrence Duration,3,Name of Coding System
OBR,27,Quantity/Timing,11,Occurrence Duration,4,Alternate Identifier
OBR,27,Quantity/Timing,11,Occurrence Duration,5,Alternate Text
OBR,27,Quantity/Timing,11,Occurrence Duration,6,Name of Alternate Coding System
OBR,27,Quantity/Timing,12,Total Occurrences,,
OBR,28,Result Copies To,1,ID Number,,
OBR,28,Result Copies To,2,Family Name,1,Surname
OBR,28,Result Copies To,2,Family Name,2,Own Surname Prefix
OBR,28,Result Copies To,2,Family Name,3,Own Surname
OBR,28,Result Copies To,2,Family Name,4,Surname Prefix From Partner/Spouse
OBR,28,Result Copies To,2,Family Name,5,Surname From Partner/Spouse
OBR,28,Result Copies To,3,Given Name,,
OBR,28,Result Copies To,4,Second and Further Given Names or Initials Thereof,,
OBR,28,Result Copies To,5,"Suffix (e.g., JR or III)",,
OBR,28,Result Copies To,6,"Prefix (e.g., DR)",,
OBR,28,Result Copies To,7,"Degree (e.g., MD)",,
OBR,28,Result Copies To,8,Source Table,,
OBR,28,Result Copies To,9,Assigning Authority,1,Namespace ID
OBR,28,Result Copies To,9,Assigning Authority,2,Universal ID
OBR,28,Result Copies To,9,Assigning Authority,3,Universal ID Type
OBR,28,Result Copies To,10,Name Type Code,,
OBR,28,Result Copies To,11,Identifier Check Digit,,
OBR,28,Result Copies To,12,Check Digit Scheme,,
OBR,28,Result Copies To,13,Identifier Type Code,,
OBR,28,Result Copies To,14,Assigning Facility,1,Namespace ID
OBR,28,Result Copies To,14,Assigning Facility,2,Universal ID
OBR,28,Result Copies To,14,Assigning Facility,3,Universal ID Type
OBR,28,Result Copies To,15,Name Representation Code,,
OBR,28,Result Copies To,16,Name Context,1,Identifier
OBR,28,Result Copies To,16,Name Context,2,Text
OBR,28,Result Copies To,16,Name Context,3,Name of Coding System
OBR,28,Result Copies To,16,Name Context,4,Alternate Identifier
OBR,28,Result Copies To,16,Name Context,5,Alternate Text
OBR,28,Result Copies To,16,Name Context,6,Name of Alternate Coding System
OBR,28,Result Copies To,17,Name Validity Range,1,Range Start Date/Time: Time
OBR,28,Result Copies To,17,Name Validity Range,2,Range Start Date/Time: Degree of Precision
OBR,28,Result Copies To,17,Name Validity Range,3,Range End Date/Time: Time
OBR,28,Result Copies To,17,Name Validity Range,4,Range End Date/Time: Degree of Precision
OBR,28,Result Copies To,18,Name Assembly Order,,
OBR,28,Result Copies To,19,Effective Date,1,Time
OBR,28,Result Copies To,19,Effective Date,2,Degree of Precision
OBR,28,Result Copies To,20,Expiration Date,1,Time
OBR,28,Result Copies To,20,Expiration Date,2,Degree of Precision
OBR,28,Result Copies To,21,Professional Suffix,,
OBR,28,Result Copies To,22,Assigning Jurisdiction,1,Identifier
OBR,28,Result Copies To,22,Assigning Jurisdiction,2,Text
OBR,28,Result Copies To,22,Assigning Jurisdiction,3,Name of Coding System
OBR,28,Result Copies To,22,Assigning Jurisdiction,4,Alternate Identifier
OBR,28,Result Copies To,22,Assigning Jurisdiction,5,Alternate Text
OBR,28,Result Copies To,22,Assigning Jurisdiction,6,Name of Alternate Coding System
OBR,28,Result Copies To,22,Assigning Jurisdiction,7,Coding System Version ID
OBR,28,Result Copies To,22,Assigning Jurisdiction,8,Alternate Coding System Version ID
OBR,28,Result Copies To,22,Assigning Jurisdiction,9,Original Text
OBR,28,Result Copies To,23,Assigning Agency or Department,1,Identifier
OBR,28,Result Copies To,23,Assigning Agency or Department,2,Text
OBR,28,Result Copies To,23,Assigning Agency or Department,3,Name of Coding System
OBR,28,Result Copies To,23,Assigning Agency or Department,4,Alternate Identifier
OBR,28,Result Copies To,23,Assigning Agency or Department,5,Alternate Text
OBR,28,Result Copies To,23,Assigning Agency or Department,6,Name of Alternate Coding System
OBR,28,Result Copies To,23,Assigning Agency or Department,7,Coding System Version ID
OBR,28,Result Copies To,23,Assigning Agency or Department,8,Alternate Coding System Version ID
OBR,28,Result Copies To,23,Assigning Agency or Department,9,Original Text
OBR,29,Parent,1,Placer Assigned Identifier,1,Entity Identifier
OBR,29,Parent,1,Placer Assigned Identifier,2,Namespace ID
OBR,29,Parent,1,Placer Assigned Identifier,3,Universal ID
OBR,29,Parent,1,Placer Assigned Identifier,4,Universal ID Type
OBR,29,Parent,2,Filler Assigned Identifier,1,Entity Identifier
OBR,29,Parent,2,Filler Assigned Identifier,2,Namespace ID
OBR,29,Parent,2,Filler Assigned Identifier,3,Universal ID
OBR,29,Parent,2,Filler Assigned Identifier,4,Universal ID Type
OBR,30,Transportation Mode,,,,
OBR,31,Reason for Study,1,Identifier,,
OBR,31,Reason for Study,2,Text,,
OBR,31,Reason for Study,3,Name of Coding System,,
OBR,31,Reason for Study,4,Alternate Identifier,,
OBR,31,Reason for Study,5,Alternate Text,,
OBR,31,Reason for Study,6,Name of Alternate Coding System,,
OBR,32,Principal Result Interpreter,1,Name,1,ID Number
OBR,32,Principal Result Interpreter,1,Name,2,Family Name
OBR,32,Principal Result Interpreter,1,Name,3,Given Name
OBR,32,Principal Result Interpreter,1,Name,4,Second and Further Given Names or Initials Thereof
OBR,32,Principal Result Interpreter,1,Name,5,"Suffix (e.g., JR or III)"
OBR,32,Principal Result Interpreter,1,Name,6,"Prefix (e.g., DR)"
OBR,32,Principal Result Interpreter,1,Name,7,"Degree (e.g., MD)"
OBR,32,Principal Result Interpreter,1,Name,8,Source Table
OBR,32,Principal Result Interpreter,1,Name,9,Assigning Authority - Namespace ID
OBR,32,Principal Result Interpreter,1,Name,10,Assigning Authority - Universal ID
OBR,32,Principal Result Interpreter,1,Name,11,Assigning Authority - Universal ID Type
OBR,32,Principal Result Interpreter,2,Start Date/Time,1,Time
OBR,32,Principal Result Interpreter,2,Start Date/Time,2,Degree of Precision
OBR,32,Principal Result Interpreter,3,End Date/Time,1,Time
OBR,32,Principal Result Interpreter,3,End Date/Time,2,Degree of Precision
OBR,32,Principal Result Interpreter,4,Point of Care,,
OBR,32,Principal Result Interpreter,5,Room,,
OBR,32,Principal Result Interpreter,6,Bed,,
OBR,32,Principal Result Interpreter,7,Facility,1,Namespace ID
OBR,32,Principal Result Interpreter,7,Facility,2,Universal ID
OBR,32,Principal Result Interpreter,7,Facility,3,Universal ID Type
OBR,32,Principal Result Interpreter,8,Location Status,,
OBR,32,Principal Result Interpreter,9,Person Location Type,,
OBR,32,Principal Result Interpreter,10,Building,,
OBR,32,Principal Result Interpreter,11,Floor,,
OBR,33,Assistant Result Interpreter,1,Name,1,ID Number
OBR,33,Assistant Result Interpreter,1,Name,2,Family Name
OBR,33,Assistant Result Interpreter,1,Name,3,Given Name
OBR,33,Assistant Result Interpreter,1,Name,4,Second and Further Given Names or Initials Thereof
OBR,33,Assistant Result Interpreter,1,Name,5,"Suffix (e.g., JR or III)"
OBR,33,Assistant Result Interpreter,1,Name,6,"Prefix (e.g., DR)"
OBR,33,Assistant Result Interpreter,1,Name,7,"Degree (e.g., MD)"
OBR,33,Assistant Result Interpreter,1,Name,8,Source Table
OBR,33,Assistant Result Interpreter,1,Name,9,Assigning Authority - Namespace ID
OBR,33,Assistant Result Interpreter,1,Name,10,Assigning Authority - Universal ID
OBR,33,Assistant Result Interpreter,1,Name,11,Assigning Authority - Universal ID Type
OBR,33,Assistant Result Interpreter,2,Start Date/Time,1,Time
OBR,33,Assistant Result Interpreter,2,Start Date/Time,2,Degree of Precision
OBR,33,Assistant Result Interpreter,3,End Date/Time,1,Time
OBR,33,Assistant Result Interpreter,3,End Date/Time,2,Degree of Precision
OBR,33,Assistant Result Interpreter,4,Point of Care,,
OBR,33,Assistant Result Interpreter,5,Room,,
OBR,33,Assistant Result Interpreter,6,Bed,,
OBR,33,Assistant Result Interpreter,7,Facility,1,Namespace ID
OBR,33,Assistant Result Interpreter,7,Facility,2,Universal ID
OBR,33,Assistant Result Interpreter,7,Facility,3,Universal ID Type
OBR,33,Assistant Result Interpreter,8,Location Status,,
OBR,33,Assistant Result Interpreter,9,Person Location Type,,
OBR,33,Assistant Result Interpreter,10,Building,,
OBR,33,Assistant Result Interpreter,11,Floor,,
OBR,34,Technician,1,Name,1,ID Number
OBR,34,Technician,1,Name,2,Family Name
OBR,34,Technician,1,Name,3,Given Name
OBR,34,Technician,1,Name,4,Second and Further Given Names or Initials Thereof
OBR,34,Technician,1,Name,5,"Suffix (e.g., JR or III)"
OBR,34,Technician,1,Name,6,"Prefix (e.g., DR)"
OBR,34,Technician,1,Name,7,"Degree (e.g., MD)"
OBR,34,Technician,1,Name,8,Source Table
OBR,34,Technician,1,Name,9,Assigning Authority - Namespace ID
OBR,34,Technician,1,Name,10,Assigning Authority - Universal ID
OBR,34,Technician,1,Name,11,Assigning Authority - Universal ID Type
OBR,34,Technician,2,Start Date/Time,1,Time
OBR,34,Technician,2,Start Date/Time,2,Degree of Precision
OBR,34,Technician,3,End Date/Time,1,Time
OBR,34,Technician,3,End Date/Time,2,Degree of Precision
OBR,34,Technician,4,Point of Care,,
OBR,34,Technician,5,Room,,
OBR,34,Technician,6,Bed,,
OBR,34,Technician,7,Facility,1,Namespace ID
OBR,34,Technician,7,Facility,2,Universal ID
OBR,34,Technician,7,Facility,3,Universal ID Type
OBR,34,Technician,8,Location Status,,
OBR,34,Technician,9,Person Location Type,,
OBR,34,Technician,10,Building,,
OBR,34,Technician,11,Floor,,
OBR,35,Transcriptionist,1,Name,1,ID Number
OBR,35,Transcriptionist,1,Name,2,Family Name
OBR,35,Transcriptionist,1,Name,3,Given Name
OBR,35,Transcriptionist,1,Name,4,Second and Further Given Names or Initials Thereof
OBR,35,Transcriptionist,1,Name,5,"Suffix (e.g., JR or III)"
OBR,35,Transcriptionist,1,Name,6,"Prefix (e.g., DR)"
OBR,35,Transcriptionist,1,Name,7,"Degree (e.g., MD)"
OBR,35,Transcriptionist,1,Name,8,Source Table
OBR,35,Transcriptionist,1,Name,9,Assigning Authority - Namespace ID
OBR,35,Transcriptionist,1,Name,10,Assigning Authority - Universal ID
OBR,35,Transcriptionist,1,Name,11,Assigning Authority - Universal ID Type
OBR,35,Transcriptionist,2,Start Date/Time,1,Time
OBR,35,Transcriptionist,2,Start Date/Time,2,Degree of Precision
OBR,35,Transcriptionist,3,End Date/Time,1,Time
OBR,35,Transcriptionist,3,End Date/Time,2,Degree of Precision
OBR,35,Transcriptionist,4,Point of Care,,
OBR,35,Transcriptionist,5,Room,,
OBR,35,Transcriptionist,6,Bed,,
OBR,35,Transcriptionist,7,Facility,1,Namespace ID
OBR,35,Transcriptionist,7,Facility,2,Universal ID
OBR,35,Transcriptionist,7,Facility,3,Universal ID Type
OBR,35,Transcriptionist,8,Location Status,,
OBR,35,Transcriptionist,9,Person Location Type,,
OBR,35,Transcriptionist,10,Building,,
OBR,35,Transcriptionist,11,Floor,,
OBR,36,Scheduled Date/Time,1,Time,,
OBR,36,Scheduled Date/Time,2,Degree of Precision,,
OBR,37,Number of Sample Containers,,,,
OBR,38,Transport Logistics of Collected Sample,1,Identifier,,
OBR,38,Transport Logistics of Collected Sample,2,Text,,
OBR,38,Transport Logistics of Collected Sample,3,Name of Coding System,,
OBR,38,Transport Logistics of Collected Sample,4,Alternate Identifier,,
OBR,38,Transport Logistics of Collected Sample,5,Alternate Text,,
OBR,38,Transport Logistics of Collected Sample,6,Name of Alternate Coding System,,
OBR,39,Collector's Comment,1,Identifier,,
OBR,39,Collector's Comment,2,Text,,
OBR,39,Collector's Comment,3,Name of Coding System,,
OBR,39,Collector's Comment,4,Alternate Identifier,,
OBR,39,Collector's Comment,5,Alternate Text,,
OBR,39,Collector's Comment,6,Name of Alternate Coding System,,
OBR,40,Transport Arrangement Responsibility,1,Identifier,,
OBR,40,Transport Arrangement Responsibility,2,Text,,
OBR,40,Transport Arrangement Responsibility,3,Name of Coding System,,
OBR,40,Transport Arrangement Responsibility,4,Alternate Identifier,,
OBR,40,Transport Arrangement Responsibility,5,Alternate Text,,
OBR,40,Transport Arrangement Responsibility,6,Name of Alternate Coding System,,
OBR,41,Transport Arranged,,,,
OBR,42,Escort Required,,,,
OBR,43,Planned Patient Transport Comment,1,Identifier,,
OBR,43,Planned Patient Transport Comment,2,Text,,
OBR,43,Planned Patient Transport Comment,3,Name of Coding System,,
OBR,43,Planned Patient Transport Comment,4,Alternate Identifier,,
OBR,43,Planned Patient Transport Comment,5,Alternate Text,,
OBR,43,Planned Patient Transport Comment,6,Name of Alternate Coding System,,
OBR,44,Procedure Code,1,Identifier,,
OBR,44,Procedure Code,2,Text,,
OBR,44,Procedure Code,3,Name of Coding System,,
OBR,44,Procedure Code,4,Alternate Identifier,,
OBR,44,Procedure Code,5,Alternate Text,,
OBR,44,Procedure Code,6,Name of Alternate Coding System,,
OBR,45,Procedure Code Modifier,1,Identifier,,
OBR,45,Procedure Code Modifier,2,Text,,
OBR,45,Procedure Code Modifier,3,Name of Coding System,,
OBR,45,Procedure Code Modifier,4,Alternate Identifier,,
OBR,45,Procedure Code Modifier,5,Alternate Text,,
OBR,45,Procedure Code Modifier,6,Name of Alternate Coding System,,
OBR,46,Placer Supplemental Service Information,1,Identifier,,
OBR,46,Placer Supplemental Service Information,2,Text,,
OBR,46,Placer Supplemental Service Information,3,Name of Coding System,,
OBR,46,Placer Supplemental Service Information,4,Alternate Identifier,,
OBR,46,Placer Supplemental Service Information,5,Alternate Text,,
OBR,46,Placer Supplemental Service Information,6,Name of Alternate Coding System,,
OBR,47,Filler Supplemental Service Information,1,Identifier,,
OBR,47,Filler Supplemental Service Information,2,Text,,
OBR,47,Filler Supplemental Service Information,3,Name of Coding System,,
OBR,47,Filler Supplemental Service Information,4,Alternate Identifier,,
OBR,47,Filler Supplemental Service Information,5,Alternate Text,,
OBR,47,Filler Supplemental Service Information,6,Name of Alternate Coding System,,
OBR,48,Medically Necessary Duplicate Procedure Reason,1,Identifier,,
OBR,48,Medically Necessary Duplicate Procedure Reason,2,Text,,
OBR,48,Medically Necessary Duplicate Procedure Reason,3,Name of Coding System,,
OBR,48,Medically Necessary Duplicate Procedure Reason,4,Alternate Identifier,,
OBR,48,Medically Necessary Duplicate Procedure Reason,5,Alternate Text,,
OBR,48,Medically Necessary Duplicate Procedure Reason,6,Name of Alternate Coding System,,
OBR,48,Medically Necessary Duplicate Procedure Reason,7,Coding System Version ID,,
OBR,48,Medically Necessary Duplicate Procedure Reason,8,Alternate Coding System Version ID,,
OBR,48,Medically Necessary Duplicate Procedure Reason,9,Original Text,,
OBR,49,Result Handling,,,,
OBR,50,Parent Universal Service Identifier,1,Identifier,,
OBR,50,Parent Universal Service Identifier,2,Text,,
OBR,50,Parent Universal Service Identifier,3,Name of Coding System,,
OBR,50,Parent Universal Service Identifier,4,Alternate Identifier,,
OBR,50,Parent Universal Service Identifier,5,Alternate Text,,
OBR,50,Parent Universal Service Identifier,6,Name of Alternate Coding System,,
OBR,50,Parent Universal Service Identifier,7,Coding System Version ID,,
OBR,50,Parent Universal Service Identifier,8,Alternate Coding System Version ID,,
OBR,50,Parent Universal Service Identifier,9,Original Text,,
OBX,1,Set ID - OBX,,,,
OBX,2,Value Type,,,,
OBX,3,Observation Identifier,1,Identifier,,
OBX,3,Observation Identifier,2,Text,,
OBX,3,Observation Identifier,3,Name of Coding System,,
OBX,3,Observation Identifier,4,Alternate Identifier,,
OBX,3,Observation Identifier,5,Alternate Text,,
OBX,3,Observation Identifier,6,Name of Alternate Coding System,,
OBX,4,Observation Sub-ID,,,,
OBX,5,Observation Value,1,Identifier,,
OBX,5,Observation Value,2,Text,,
